id,title,dating.year,dating.yearEarly,dating.yearLate,objectTypes.0,principalMakers.0.name,principalMakers.1.name,principalMakers.2.name,principalMakers.3.name,productionPlaces.0,description,webImage.url,classification.places.0,classification.places.1,classification.places.2,classification.places.3,classification.places.5,classification.places.6,classification.places.7,classification.places.8
"en-RP-P-1911-3345","Personificatie van Aarde",1655,1655,1668,"prent","Hubert Quellinus","Artus Quellinus",,,,"Personificatie van Aarde, naar een decoratie uit de Burgerzaal van het Stadhuis op de Dam te Amsterdam. Zij heeft een sikkel en de hoorn des overvloeds in de hand en houdt een wereldbol vast.","http://lh4.ggpht.com/FPy0XP8E4lWRWhP2crX98psjGKzwL1sX3w-nxwsetpTGGyM_YZCQtv91zkx4gPZHJoVvRXXzlHqZ3TFbO2bhjsEE8vU=s0","Stadhuis op de Dam (Amsterdam)",,,,,,,
"en-RP-P-1911-3352","Personificatie van Water",1655,1655,1668,"prent","Hubert Quellinus","Artus Quellinus",,,,"Personificatie van het element Water, naar een decoratie uit de Burgerzaal van het Stadhuis op de Dam te Amsterdam. Zij heeft vissen aan de voeten en een schip op de schouders. Ze heeft een kroon van schelpen op het hoofd en naast haar liggen een roer en een riem.","http://lh6.ggpht.com/ab4V4PnWNlJsylnIKzUD4DEFZN5OS4y_Os3CifuvB_ZzE3iLlNLsEfpPBYudBNcxRd9WtLCE8OCtejHKmumP6Hwykv4=s0","Stadhuis op de Dam (Amsterdam)",,,,,,,
"en-RP-P-1911-3357","Personificatie van het element Water",1655,1655,1668,"prent","Hubert Quellinus","Artus Quellinus",,,,"Personificatie van het element Water, naar een decoratie uit de Burgerzaal van het Stadhuis op de Dam te Amsterdam. Zij heeft een vissenstaart en in haar hand een bol waar druppels uit sproeien. Op haar schoot een kruik waar water uit stroomt.","http://lh4.ggpht.com/tq2GzP5T6zULM0BaYKp9G9jL3tJfl1h0tJyLkEAWd0OFcphyCSVuw-GOvKTDmjl6Bv4D805icmfr7ZGEUgS2lXdoEQ=s0","Stadhuis op de Dam (Amsterdam)",,,,,,,
"en-RP-P-1911-3388","Personificatie van Vrede",1655,1655,1668,"prent","Hubert Quellinus","Artus Quellinus",,,,"De personificatie van Vrede, naar een beeld dat bovenop het timpaan (aan de Damzijde) van het Stadhuis op de Dam te Amsterdam staat. De personificatie van Vrede, met in de hand een mercuriusstaf, een vredestak en de hoorn des overvloeds bij haar, refereert in haar oorspronkelijke context (op het stadhuis) onder andere aan het stichtingsjaar 1648 van het stadhuis, waarin vrede met de Spanjaarden werd gesloten.","http://lh4.ggpht.com/gLBck1f8zeQmJgELx6k_F_oZ5l_MfK01GajwpKO-AFThF8WQCJWrwPhAxPrp_P3rjjCi0X9KRYfVqCtWRJqIoYOcbg=s0","Stadhuis op de Dam (Amsterdam)",,,,,,,
"en-RP-P-1911-3390","Personificatie van Gematigdheid",1655,1655,1768,"prent","Hubert Quellinus","Artus Quellinus","Hubert Quellinus",,,"Personificatie van Gematigdheid, naar een beeld op het timpaan (aan de zijde van de Nieuwezijds Voorburgwal) van het Stadhuis op de Dam te Amsterdam. Gematigdheid, een van de vier kardinale deugden, heeft een leidsel in haar handen.","http://lh5.ggpht.com/cj0Xmb5nxIy1JOgDWoG5i4rFTQtAQfRKHf_d0-689DdiSedOHY7SbLC46Sfw_wUTBF1mnHXzchiIjUn9HcwpZNRWGA=s0","Stadhuis op de Dam (Amsterdam)",,,,,,,
"en-RP-P-1911-3383","Allegorie op Trouw",1655,1655,1668,"prent","Hubert Quellinus",,,,,"Een hond waakt bij zijn overleden eigenaar. Allegorie op de deugt Trouw, naar de decoratie boven de toegang van de Secretarie in het Stadhuis op de Dam te Amsterdam.","http://lh6.ggpht.com/wzIgTTKlI0TlBOrl9YIEvDi07YL7etdf3ElMCffOb_YZ3vfEj7_JLm15jjz-KmJ8LZfqe5E6XmftfqK-PtGrf3XukYq0=s0","Stadhuis op de Dam (Amsterdam)",,,,,,,
"en-RP-P-1911-3333","Venster met de hoorn des overvloeds",1655,1655,1668,"prent","Hubert Quellinus",,,,,"Rond venster, gedecoreerd met twee omgekeerde hoornen des overvloeds, twee hanen en twee kinderen, naar een decoratie uit het Stadhuis op de Dam te Amsterdam. Het venster hoort bij een beeld van Apollo.","http://lh4.ggpht.com/bCM-K4LxxRD_zNXNybnshMCPfJv1oVjAHTy73VydEcU5kYTC9uP1lDCmlalcJaXx1gUXlaKqwug5XULycqjH9w_xqQ=s0","Stadhuis op de Dam (Amsterdam)",,,,,,,
"en-RP-P-OB-44.425","Acht dopers op de Dam voor het stadhuis op de brandstapel verbrand, 1549",1693,1693,1693,"prent","Jan Luyken","Abraham Wolfgang","Johannes Janssonius van Waesberge (II)","Dirk Boom (I, wed.)","Amsterdam",,"http://lh5.ggpht.com/o98nZ15EmK7ZWS11KxBCeJWSYqEUIxqomQrKdJx8YpgP-I_BF-8wygL9EuOJhOSgEXhVf98bUWh6CHB-L2rTI1tRIHOG=s0","Oude Stadhuis (Amsterdam)","Dam (Amsterdam)",,,,,,
"en-RP-P-OB-77.025","Vertoning van het Ontluiken van de Aarde, 1649",1649,1649,1649,"prent","Salomon Savery","Isaac Isaacsz.","Tymon Houthaeck",,"Amsterdam","Vertoning van het Ontluiken van de Aarde. Onderdeel van de vertoningen opgevoerd op 23 juni 1649 op de Schouwburg te Amsterdam naar aanleiding van het sluiten van de Vrede van Munster. De vierde voorstelling toont hoe de Aarde en de Overvloed zich weer herstelt na de oorlog, de deugden keren vanuit de godenhemel (met Apollo) weer terug op de aarde. In het onderschrift een vers van 8 regels in het Nederlands. Genummerd met pen rechtsonder: 2.","http://lh5.ggpht.com/Cx7SQJVEA7SVch_43pdJxGiqQBCOGKZh9mE2VSqgkmrwGrKRDB23G375WPmmYQ8Nf3Z8_hNiSjJt6CneltxYQoRjJA=s0","Schouwburg Keizersgracht (Amsterdam)",,,,,,,
"en-RP-P-AO-1925-552-1","Het oude stadhuis van Amsterdam in 1640",1652,1652,1652,"prent","anoniem",,,,,"Het OUDE STAD-HUIS tot Amsterdam 1640. A. Rademaker fecit Op één vel met AO-1925-552-2",,"Oude Stadhuis (Amsterdam)",,,,,,,
"en-RP-P-AO-1925-589","Plattegrond van de tweede verdieping van het Stadhuis van Amsterdam",1661,1661,1661,"ontwerp","Jacob Vennekool","Dancker Danckerts","anoniem",,,"Aenwysinge vande twede Grondt (...) Fig. b, van: Afbeelding van 't Stadt Huys van Amsterdam, Amsterdam 1661, architectuurontwerp.",,"Stadhuis op de Dam (Amsterdam)",,,,,,,
"en-RP-P-AO-1925-591","Zijgevel, zuidkant, van het Stadhuis van Amsterdam",1661,1661,1661,"ontwerp","Jacob Vennekool","Dancker Danckerts","anoniem",,,"Zy Geevel ten Zuyden, ten Noorden heeftse een ende selve Opstal Fig. F, van: Afbeelding van 't Stadt Huys van Amsterdam, Amsterdam 1661, architectuurontwerp.",,"Stadhuis op de Dam (Amsterdam)",,,,,,,
"en-RP-P-AO-1925-572","Zijgevel, zuidkant, en achtergevel van het Stadhuis van Amsterdam",1661,1661,1661,"ontwerp","Jacob Vennekool","Dancker Danckerts","anoniem",,,"De Gevel van 't Amsterdams Stadt-Huys op de hoeck tegen de Zy en achter Gevel aensiende Fig. G, van: Afbeelding van 't Stadt Huys van Amsterdam, Amsterdam 1661, architectuurontwerp.",,"Stadhuis op de Dam (Amsterdam)",,,,,,,
"en-RP-P-AO-1925-584","De westelijke muur van de Vierschaar in het Stadhuis van Amsterdam",1661,1661,1661,"ontwerp","Jacob Vennekool","Dancker Danckerts","anoniem",,,"DE VIERSCHAER ten Westen Fig. K, van: Afbeelding van 't Stadt Huys vam Amsterdam, Amsterdam 1661, architectuurontwerp.","http://lh4.ggpht.com/ziCbyQ2BHPV0elfgiBrjVW65mymTB27VKqkX9sOUHBRz_cz1aSagoM1xPL5DqvNFk_y8Irl3O_vmXCuyljBbSlYroMg=s0","Stadhuis op de Dam (Amsterdam)",,,,,,,
"en-AK-RBK-15940","De Gouden Bocht in de Herengracht",1725,1725,1750,"bord (vaatwerk)","Chien-Lung",,,,"Noordelijke Nederlanden","Bord met op de plat een gezicht op een gedeelte van de Herengracht. Omlijsting door een kabelrand in rose en blauw gehoogd met goud op groen gespikkeld fond. De platte rand vertoont een soort lambrequin-decoratie in blauw ijzerrood en rose, met goud gehoogd. Buitenrand met goud. Opschrift: De bogt van de Heeregracht, 't Am/m.","http://lh5.ggpht.com/LqpE5m2LUB23P_ikGPHXe-Xo9j43_Hbye1wB3lnIYGutOFItN7Uni-Bs_B2GeqYynpuQGukP-z4VSXHrLW8KtcDD2_I=s0","Amsterdam","Herengracht (Amsterdam)",,,,,,
"en-RP-P-AO-22-2-O(3)","Fries uit de kleine burgemeesterskamer van het Stadhuis te Amsterdam; de Triomftocht van Fabius Maximus; priesters met offerdieren",1663,1663,1663,"prent","Artus Quellinus","Hubert Quellinus","Hubert Quellinus","Artus Quellinus",,"Uit: De Voornaemste Statuen en Cieraden van 't konstryck Stadthuys van Amstelredam, het Tweede Deel, Amsterdam 1665 Letter O, nr. 3",,"Stadhuis op de Dam (Amsterdam)",,,,,,,
"en-RP-P-OB-82.084","Brand op de Lauriersgracht te Amsterdam, 1669",1690,1690,1699,"prent","anoniem","Jan van der Heyden",,,"Noordelijke Nederlanden","Het bestrijden van een brand in een suikerbakkerij op de Lauriergracht te Amsterdam met oude brandspuiten en water uit de gracht, 29 december 1669. Desondanks brandde het pand geheel af. Rechts wordt huisraad uit een belendend pand gehaald. Linksboven een opengebleven vlak voor een opschrift.","http://lh5.ggpht.com/jws2o1yp37ekfw3N8ZG32dsGkIUswcw-oHlxo3hI309xgcxVYzerQtON5DKwBZ4krNNDHF3JPiZSKgz8OPr2iWCdXs8=s0","Amsterdam","Lauriergracht (Amsterdam)",,,,,,
"en-RP-P-OB-82.089","De brand in de zeepziederij De Bruinvis, 1682",1688,1688,1690,"prent","Jan van der Heyden",,,,"Amsterdam","De gebluste brand in de zeepziederij De Bruinvis op het eind van de Looiersgracht, op 18 April 1682. Onderaan een plattegrond van de plaatsing van de pompen en slangen. Met onderschrift van 4 regels in het Nederlands en 4 regels in het Frans. Plaat 12 in het Brandspuitenboek van Jan van der Heyden.","http://lh3.ggpht.com/y9xK0cvRJ9XP1QWTntISz1F_7JYmHy9y7fCPzOZFn7pnn6hZS9p9BARCYWACrhRm8u4AF2zPc9dVGqKR51Iw6hAqa30=s0","Amsterdam","Looiersgracht (Amsterdam)",,,,,,
"en-RP-P-OB-82.091","Uitgebrand huis op de Herengracht, 1683",1690,1690,1699,"prent","anoniem","Jan van der Heyden",,,"Noordelijke Nederlanden","Een huis op de Herengracht waar in de nacht van 25 op 26 april 1683 brand gewoed heeft, maar dat door tijdig blussen behouden is gebleven. Links ligt de brug voor de Hartenstraat.","http://lh3.ggpht.com/efBAncy1b1GtLl8fV5VL37UQUxf6nnoiMiMScK7JahjiZK0Nn3-psJT-Tesz8JqFP4tIKTwkbIEuvbG3HqQE2Bv7Tw=s0","Amsterdam","Herengracht (Amsterdam)",,,,,,
"en-RP-P-OB-82.104","Demonstratie van de slangbrandspuiten aan het water van de Nieuwezijds Voorburgwal achter het Stadhuis, 1672-1673",1690,1690,1701,"prent",,,,,"Noordelijke Nederlanden","Demonstratie van het gebruik van de slangbrandspuiten door het oppompen van het water uit de Nieuwezijds Voorburgwal en over het Stadhuis heen te spuiten (1672-1673). In het onderschrift de verklaring van de letters A-E in het Nederlands. Boven de plaat is een tweede plaat met tekst afgedrukt. Plaat 22 in de herdruk van het Brandspuitenboek van Jan van der Heyden uit 1735.","http://lh4.ggpht.com/ICnUHHH5UiEdXcICpJ_yseiFrpCiKPjHItkQTTUwkAbWPlHN9yTVnWBhIDqA_NKKDb0ldiknMsTKdnu-QFbAgEtXmc0=s0","Stadhuis op de Dam (Amsterdam)","Nieuwezijds Voorburgwal (Amsterdam)",,,,,,
"en-RP-P-OB-82.109","Demonstratie van de slangbrandspuiten op de Westertoren te Amsterdam, ca. 1700",1690,1690,1701,"prent",,,,,"Noordelijke Nederlanden","Demonstratie van het gebruik van de slangbrandspuiten op de Westertoren te Amsterdam, ca. 1700. Op de achtergrond een brand in een paleis. In een cartouche links de verklaring van de letters A-F in het Nederlands. Gemerkt rechtsboven: 2. Plaat 24 in de herdruk van het Brandspuitenboek van Jan van der Heyden uit 1735.","http://lh4.ggpht.com/Qdgee3iXcGOzTySx2MsjlQzesXY4XThaH7AsLZ2nf3AM8gmcP5mx760HXm8PYuvcMXtvTkRq9OJhKhjn5Ritz1_qpFY=s0","Westertoren (Amsterdam)",,,,,,,
"en-RP-P-OB-82.111","Brand op de Oude Schans te Amsterdam, 1658",1690,1690,1699,"prent","anoniem","Jan van der Heyden","Jan van der Heyden",,"Noordelijke Nederlanden","Brand in een huis op de Oude Schans te Amsterdam, op 5 december 1658. De gevel van het huis stort in en doodt brandweerlieden en omstanders. Voor het huis vluchten omstanders in paniek.","http://lh3.ggpht.com/an7vZp_OXx05S5GEO1cAj7M2SWf_3Umv5CrizxYSrRkqcnf1tsdjK8Z9rcdQ-R9efXfgxMk3UGecCwgQXGE8L7a7IsI=s0","Amsterdam","Oude Schans (Amsterdam)",,,,,,
"en-RP-P-1904-1343","Gezicht op de Dam te Amsterdam, 1726",1633,1633,1679,"prent","Pieter Hendricksz. Schut","Nicolaes Visscher (I)",,,,,"http://lh3.ggpht.com/HzdB4vVdYmaVQoWhJPoW1wz7EwqK5_T7xLVJo9o0OfR5GtWa6Lth0JYNmN5M79s6MF88llo1o2SejKHRaGyxLe7ckdE=s0","Stadhuis op de Dam (Amsterdam)","Waag op de Dam (Amsterdam)","Dam (Amsterdam)",,,,,
"en-RP-P-1904-1348","Gezicht op de Noorderkerk te Amsterdam",1633,1633,1679,"prent","Pieter Hendricksz. Schut","Nicolaes Visscher (I)",,,,,"http://lh4.ggpht.com/x-KRsDgvrJkN0FOF7MD668vbSmG0eOLXjb0v-QZltTHGn4y5N8UmYEBbiHbhJUnecU21gBLo0NIhuMxLHQPeSXNEuh4-=s0","Noorderkerk (Amsterdam)",,,,,,,
"en-RP-P-AO-28-8-1","Aanval op de wederdopers in het stadhuis, 1535",1612,1612,1614,"prent","anoniem","Barend Dircksz",,,"Noordelijke Nederlanden","Aanval door soldaten op de wederdopers die stadhuis op de Dam bezetten, 11 mei 1535. Prent uit het boek geknipt. Onder de voorstelling een vers van twee regels.","http://lh5.ggpht.com/5s96AZkqU6gpqIMLyHMpFVSNe0zV9q4wFje8et15mftnKsBjCbEETzkXg0T-ljXFGkR00eHQVAQ5C2uNEXQxvyvGwvEL=s0","Oude Stadhuis (Amsterdam)","Dam (Amsterdam)",,,,,,
"en-RP-P-AO-28-11","De wederdopers bezetten de Dam, 1535",1612,1612,1614,"prent","anoniem","Barend Dircksz",,,"Noordelijke Nederlanden","De wederdopers bezetten de Dam, 10 mei 1535. Rechts wordt burgemeester P. Colijn gedood. Prent uit het boek geknipt. Onder de voorstelling een vers van twee regels.","http://lh6.ggpht.com/u6Tw-wk-CLObgzxdTVStGFCZbCa-ImZpAgSzAQbO_zgUdHhcHBXrEoH6-_8yQ2Sh14azKX-Boxl6IiQolR1nBB5WVg=s0","Oude Stadhuis (Amsterdam)","Dam (Amsterdam)",,,,,,
"en-RP-P-OB-78.500","Aanval op de wederdopers in het stadhuis, 1535",1650,1650,1699,"prent","anoniem","anoniem","Barend Dircksz",,"Noordelijke Nederlanden","Aanval door soldaten op de wederdopers die stadhuis op de Dam te Amsterdam bezetten, 11 mei 1535. Geen tekst op verso.","http://lh4.ggpht.com/wnb9t6e5z5Wq2Oj6Tv3HYHeOl-y6yJKpxpF1VS8hze2M4A17gOjWDQ-2CW-OvfEBMnJJvjFPPiNCZ9FnvhKrkZQ9DEQG=s0","Oude Stadhuis (Amsterdam)","Dam (Amsterdam)",,,,,,
"en-RP-P-1880-A-4250","Huis Kostverloren / Landweg bij Amstelveen / Mijlpaal bij Sloten",1612,1612,1652,"prent","Claes Jansz. Visscher (II)","Claes Jansz. Visscher (II)",,,"Amsterdam","Niet versneden blad met drie voorstellingen. Boven: Gezicht op Huis Kostverloren nabij Amsterdam, waarnaast een lage boerderij. Op de voorgrond een visser en een vrouw, leunend op haar stok, met een hond. Rechts zit een figuur aan de waterkant. Midden: Gezicht op een bocht in een landweg bij Amstelveen. Aan de kromming van de weg ligt een boerderij, waar een zwaar bepakte man voorbij loopt. Op de voorgrond een man en een vrouw in gesprek. Onder: Gezicht op de mijlpaal te Sloten. Naast de mijlpaal een boerenkar en enkele lage huisjes. Rechts aan de rand van de weg zitten twee figuren te praten.","http://lh5.ggpht.com/0htD4jPO5KdzlrQkSv3F7otJ8ZtJw_HOapu8EDKF-r_HcJhbubSz_N_mIzkEHJABK_ShiR0ofpNdsEXVhXXwubRZb9c=s0","Huis Kostverloren (Amstelveen)","Amstelveen","Sloten (Amsterdam)",,,,,
"en-RP-P-OB-2390X","Mijlpaal bij Sloten",1612,1612,1652,"prent","Claes Jansz. Visscher (II)","Claes Jansz. Visscher (II)",,,"Amsterdam","Gezicht op de mijlpaal te Sloten. Naast de mijlpaal een boerenkar en enkele lage huisjes. Rechts aan de rand van de weg zitten twee figuren te praten.",,"Sloten (Amsterdam)",,,,,,,
"en-RP-P-OB-16.306","Personificatie van Aarde",1655,1655,1668,"prent","Hubert Quellinus","Artus Quellinus",,,,"Personificatie van Aarde, naar een decoratie uit de Burgerzaal van het Stadhuis op de Dam te Amsterdam. Zij heeft een sikkel en de hoorn des overvloeds in de hand en houdt een wereldbol vast.","http://lh6.ggpht.com/5HfOlm89u8shGDF3mDUxjDWKik40PAzsx2hrKeHVImcNGbcNam8YPwKjCSwPRngg2lgebL-C0spXMOVpBBghwSX2ng=s0","Stadhuis op de Dam (Amsterdam)",,,,,,,
"en-RP-P-1911-3353","Personificatie van het element Aarde",1655,1655,1668,"prent","Hubert Quellinus","Artus Quellinus",,,,"Personificatie van het element Aarde, naar een decoratie uit de Burgerzaal van het Stadhuis op de Dam te Amsterdam. Zij draagt een kroon met de gebouwen van de aarde op haar hoofd en een kind in haar armen. Zij wordt omringt door verschillende dieren.","http://lh3.ggpht.com/9FVGNbl0zi-8d8pgina5CnHt-6omEoXgkXoTKzVTu66k65chg4eVXKgH6HDr0GUN0eWY9L88wohXgLc7R9EgyqaoP7uH=s0","Stadhuis op de Dam (Amsterdam)",,,,,,,
"en-RP-P-1911-3327","Kariatiden uit de Vierschaar",1655,1655,1668,"prent","Hubert Quellinus",,,,,"Twee Kariatiden (uit een groep van vier), naar sculpturen uit de Vierschaar in het Stadhuis op de Dam te Amsterdam. Ze staan symbool voor schuld en berouw. De Vierschaar was een openbaar gerechtshof dat door schout en schepenen enkel werd gebruikt voor het uitspreken van doodvonnissen.","http://lh3.ggpht.com/TgZHB9f1XSL7hovu38t189gZ9NPfZdWeTiqXk3Q6O-fS1rRtdg30bIb88X1-vx9rN_hcUhw1MfqaP__VLB1zgBzHJ1g=s0","Stadhuis op de Dam (Amsterdam)",,,,,,,
"en-RP-P-1911-3389","Personificatie van Voorzichtigheid",1655,1655,1668,"prent","Hubert Quellinus","Artus Quellinus",,,,"Personificatie van Voorzichtigheid, naar een beeld op het timpaan (aan de Damzijde) van het Stadhuis op de Dam te Amsterdam. Voorzichtigheid, een van de vier kardinale deugden, heeft een spiegel en een slang in de handen. De spiegel verwijst, in dit geval, naar een getrouwe weergave van de werkelijkheid en naar zelfkennis die hecht met voorzichtigheid verbonden is. De slang refereert aan Mattheus 10:16.","http://lh3.ggpht.com/zAfvqf4XPMFZX8nZp_swOGg4JT2lITDzMheUmw9s7d3OKngb1UwUNCr4dx-Y5yZ0IskzAQ634obkqxI5YfYVOL3VAK0=s0","Stadhuis op de Dam (Amsterdam)",,,,,,,
"en-RP-P-1911-3391","Personificatie van Waakzaamheid",1655,1655,1668,"prent","Hubert Quellinus","Artus Quellinus",,,,"Personificatie van Waakzaamheid, naar een beeld op het timpaan (aan de zijde van de Nieuwezijds Voorburgwal) van het Stadhuis op de Dam te Amsterdam. Waakzaamheid, een van de vier kardinale deugden, heeft een brandende toorts in de hand en draagt een helm op het hoofd. Naast haar staat een haan en in de rechterhand houdt ze een boek.","http://lh5.ggpht.com/UdfZ561d_3B8q9Mef2Bx6R-hx2ksenyXWmEFbJa9DrNYvGtZpKgik8kLqeBpoHSBP3CrnUPHZ-X5YoevEMDeH8i_OaI=s0","Stadhuis op de Dam (Amsterdam)",,,,,,,
"en-RP-P-1911-3384","Arion op de rug van een dolfijn",1655,1655,1668,"prent","Hubert Quellinus","Artus Quellinus",,,,"Arion zingt en speelt op zijn harp zittend op een dolfijn. Op de achtergrond een boot met een Amsterdamse vlag, mogelijk de boot met muitende zeelui, die Arion terecht wilde stellen. Dankzij zijn prachtige harpspel en zang hielpen dolfijnen Arion om van de boot en de terechtstelling te ontsnappen. De prent is gemaakt naar de decoratie boven de toegang van de Assurantiekamer in het Stadhuis op de Dam te Amsterdam.","http://lh4.ggpht.com/OHIsOXSnjPpppiug94mZG2aFmWYcMPw6qSgZ803TtNjJzo5VWs53_FkOqa1lQjVrmwWSdnM4Jwqa_kw9B7F_CuzJ0g=s0","Stadhuis op de Dam (Amsterdam)",,,,,,,
"en-RP-T-1887-A-1385","Stadswallen van Amsterdam bij de Haarlemmerpoort",1637,1637,1692,"tekening","Roelant Roghman",,,,,,"http://lh5.ggpht.com/lDWRxqRYC5bblEO5EXkJb7dPQppNTA3UqDIUvozgUMiKDlk-Ua1UnAnj68th3yRIkxQaUW7eMQUJ4u-yTm2JmlyoeRDG=s0","Haarlemmerpoort (Amsterdam)",,,,,,,
"en-RP-P-1926-224","Vertoning van de Gekroonde Vrede, 1649",1649,1649,1649,"prent","Salomon Savery","Isaac Isaacsz.","Tymon Houthaeck",,"Amsterdam","Vertoning van de Gekroonde Vrede. Onderdeel van de vertoningen opgevoerd op 23 juni 1649 op de Schouwburg te Amsterdam naar aanleiding van het sluiten van de Vrede van Munster. De eerste voorstelling toont de aankomst van de triomfwagen van de Vrede met de Rechtvaardigheid en de kroning van de Vrede door twee putti. In het onderschrift een vers van 4 regels in het Nederlands.","http://lh5.ggpht.com/NRFlZpxDsAM0HMyt4vhgncNTSBmkhtpW6xhKAxeGoe6yKtbKQXXsz7bp1YOuxxstwqRffrIBUnKvAFQ9UgkDsx9g1e4=s0","Schouwburg Keizersgracht (Amsterdam)",,,,,,,
"en-RP-P-1926-229","Vertoning van het Verbond der Vorsten, 1649",1649,1649,1649,"prent","Salomon Savery","Isaac Isaacsz.","Tymon Houthaeck",,"Amsterdam","Vertoning van het Verbond der Vorsten. Onderdeel van de vertoningen opgevoerd op 23 juni 1649 op de Schouwburg te Amsterdam naar aanleiding van het sluiten van de Vrede van Munster. De zesde voorstelling toont hoe twee vorsten (Filips IV en Frederik Hendrik?) de eed afleggen op een vredesverdrag. Achter hen staat de Vrede die boven beiden een lauwerkrans houdt. In het onderschrift een vers van 6 regels in het Nederlands.","http://lh5.ggpht.com/Bb8F9Co48HUVhhTGIKxWmvfdm6Acg46SMKi_j0hmm8GEp4EbQocy-ARsGdyEZs4eLq2NYxRqoiRbcdzqAAIJ3VOkA60=s0","Schouwburg Keizersgracht (Amsterdam)",,,,,,,
"en-RP-P-AO-1920-460","Heilig Avondmaal in de Doopsgezinde Kerk Bij de Tooren bij het Singel te Amsterdam;",1743,1743,1743,"prent","Hendrik de Winter","Frans de Bakker","anoniem",,,"Boven: BY DE TOOREN Onder: H. de Winter ad viv. del Afbeelding van de bedieninge van het H. Avondmaal, by de Doopsgezinden F. de Bakker fecit 1743",,"Amsterdam","Singel (Amsterdam)","Doopsgezinde Kerk Bij de Tooren (Amsterdam)",,,,,
"en-RP-T-00-335","Feestelijkheden bij het bezoek van Maria de Médicis aan Amsterdam (plaat nr. 4), 1638",1638,1638,1638,"tekening","Jan Martszen de Jonge",,,,,"Aankomst van de stoet bij de triomfpoort op de Varkenssluis bij de Oudezijds Voorburgwal. Boven de poort een schilderij van Maria de Medicis als Berecynthia in haar strijdwagen. Ontwerptekening voor plaat nr. 4 in de illustraties in de beschrijving van de feestelijkheden bij het bezoek van Maria de Médicis aan Amsterdam, 31 augustus - 5 september 1638. Ontwerp voor een prent.","http://lh5.ggpht.com/_yzpH0l2uqa5-RlcgD2HdkvUkl8ZtVniuw3OwmL_wk3i2Sq4HOX-W5HR-wdlVY6AngZ-hpKD4q8E0v6ZNd-vpULU0bY=s0","Oudezijds Voorburgwal (Amsterdam)",,,,,,,
"en-RP-T-1949-490(R)","De Waag (Sint Antoniespoort) op de Nieuwmarkt te Amsterdam",1600,1600,1699,"tekening","Beerstraten",,,,,,"http://lh4.ggpht.com/Q7BDTrsAOr82LuxNNx_RrK0aA6LUjnHWb9r43VObugCwUfYvruN_95n7Vpfd7Mar-XQ8KLaO6QSJjIAoRq3de118QQ=s0","Waag op de Nieuwmarkt (Amsterdam)",,,,,,,
"en-RP-T-1899-A-4199","Brand in het oude stadhuis te Amsterdam",1652,1652,1700,"tekening","Jan de Baen",,,,,"Brand in het oude stadhuis te Amsterdam op 7 juli 1652.","http://lh4.ggpht.com/CiAlJBFlNsHTYJjxzRP-9fsY6rDV-RaOqguc4Is-vArQGyveHJvc2y8mS6m6yaUWnpGPEfWUeaSAx2jix2Cq-jMKgdQ=s0","Amsterdam","Oude Stadhuis (Amsterdam)",,,,,,
"en-RP-P-OB-79.738","Staatse troep verslagen op de Dam, 1577",1662,1662,1665,"prent","anoniem","anoniem","Frans Hogenberg",,"Noordelijke Nederlanden","De Staatse troepen onder bevel van Helling en Ruychaver worden bij felle gevechten op de Dam door de Amsterdammers verslagen. Helling zelf komt hierbij om het leven, 23 november 1577. Onbedrukt op achterzijde.","http://lh6.ggpht.com/NKn9TdsmLkVIAv-SPwCmqXFXNcXd8tIONcB6PIr4Z82wxut2ERHbkbVy1iRwhZBW-nCpQYzncjM4LIr_C6yydl4t2A=s0","Dam (Amsterdam)","Oude Stadhuis (Amsterdam)",,,,,,
"en-RP-P-OB-79.740","Staatse troep verslagen op de Dam, 1577",1691,1691,1693,"prent","anoniem","anoniem","Frans Hogenberg",,"Noordelijke Nederlanden","De Staatse troepen onder bevel van Helling en Ruychaver worden bij felle gevechten op de Dam door de Amsterdammers verslagen. Helling zelf komt hierbij om het leven, 23 november 1577. Bedrukt op achterzijde met tekst in het Nederlands.","http://lh6.ggpht.com/a85Fh41YTkSpXpGEdL6ivENt3tB5iv8g17dRqMxYOPJEx_M39goN2B_rIApRrrVafLSmDDM-LP1lQzRBWs2aaWYOBSA=s0","Dam (Amsterdam)","Oude Stadhuis (Amsterdam)",,,,,,
